,°»½Å¿ä±¸±Ç»ç¿ë,°ÇÃà³âµµ,°è¾à±¸ºÐ,°è¾à±â°£,³â,¹ýÁ¤µ¿,º¸Áõ±Ý¾×,¾ÆÆÄÆ®,¿ù,¿ù¼¼±Ý¾×,ÀÏ,Àü¿ë¸éÀû,Á¾Àü°è¾àº¸Áõ±Ý,Á¾Àü°è¾à¿ù¼¼,Áö¹ø,Áö¿ªÄÚµå,Ãþ
17,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,12,59.9821,,,813,46800,11
18,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,12,59.9049,,,813,46800,7
19,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"17,525",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,12,84.8482,,,813,46800,4
20,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,12,59.9821,,,813,46800,8
21,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,12,59.9418,,,813,46800,10
22,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"17,525",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,12,84.8482,,,813,46800,12
23,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,12,59.9821,,,813,46800,12
24,,2014,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"20,000",Á¤ÇÏ¸®¹öÇÏÀÓ,2,0,13,84.6083,,,811,46800,20
25,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,13,59.9821,,,813,46800,5
26,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"17,525",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,18,84.8482,,,813,46800,14
27,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,18,59.9821,,,813,46800,12
28,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"11,135",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,19,59.9821,,,813,46800,1
29,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,19,59.9821,,,813,46800,5
30,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,19,59.9821,,,813,46800,5
31,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,19,59.9821,,,813,46800,3
32,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,19,59.9821,,,813,46800,9
33,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,19,59.9821,,,813,46800,9
34,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,19,59.9821,,,813,46800,3
35,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,19,59.9821,,,813,46800,9
0,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,3,0,7,68.8181,,,812,46800,3
1,,2018,,,2022,ÀåÈïÀ¾ ¿øµµ¸®,"12,500",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,3,0,7,61.92,,,329,46800,13
0,,2004,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"10,000",°Ç»êÁÖ°ø,4,0,4,59.99,,,529-1,46800,7
1,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"17,525",¹Ì¸£Ã¤¾ÆÆÄÆ®,4,0,6,84.8482,,,813,46800,15
2,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,4,0,6,59.9821,,,813,46800,14
3,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"17,525",¹Ì¸£Ã¤¾ÆÆÄÆ®,4,0,7,84.8482,,,813,46800,4
4,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,096",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,4,9,25,36.57,,,810,46800,7
5,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,704",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,4,14,26,46.25,,,810,46800,11
0,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,496",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,5,7,10,36.55,,,810,46800,8
1,,2004,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,300,¿ìÁÖºô,5,35,11,23.52,,,69,46800,2
0,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,6,0,1,59.9821,,,813,46800,8
1,,2004,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"5,000",°Ç»êÁÖ°ø,6,0,2,51.88,,,529-1,46800,11
2,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"13,000",ºí·ç½Ã¾È¾ÆÆÄÆ®,6,0,7,81.43,,,182,46800,3
3,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,8,46.25,,,810,46800,11
4,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,8,8,36.55,,,810,46800,6
5,,1996,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"3,400",½Åµ¿Çö°­º¯Å¸¿î,6,0,10,59.92,,,687-1,46800,2
6,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,0,15,46.25,,,810,46800,4
7,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,8,16,36.57,,,810,46800,12
8,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,16,46.9,,,810,46800,6
9,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,16,46.25,,,810,46800,8
10,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,8,17,36.57,,,810,46800,5
11,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,20,46.25,,,810,46800,7
12,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,21,46.25,,,810,46800,5
13,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,8,21,36.57,,,810,46800,2
14,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,22,46.25,,,810,46800,10
15,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,23,46.25,,,810,46800,10
16,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,24,46.25,,,810,46800,11
17,,2018,,,2022,ÀåÈïÀ¾ ¿øµµ¸®,"3,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,6,40,10,61.92,,,329,46800,9
18,,2018,,,2022,ÀåÈïÀ¾ ¿øµµ¸®,"7,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,6,100,22,118.64,,,329,46800,1
0,,2017,,,2022,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,7,0,21,83.997,,,278,46800,3
0,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"3,104",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,8,7,24,46.25,,,810,46800,8
1,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"3,104",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,8,7,24,46.25,,,810,46800,8
2,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,496",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,8,7,25,36.55,,,810,46800,5
3,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,8,0,29,59.9821,,,813,46800,14
0,,1996,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,509",°è¸í,9,8,19,49.8,,,767,46800,5
0,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,10,0,5,59.9821,,,813,46800,7
1,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,10,0,25,68.8181,,,812,46800,2
2,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,10,0,25,68.8181,,,812,46800,3
3,,1996,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,554",°è¸í,10,9,27,49.8,,,767,46800,9
4,,1996,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"4,000",¹Ì·¡3,10,40,31,59.82,,,129,46800,13
5,,2018,,,2022,ÀåÈïÀ¾ ¿øµµ¸®,"10,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,10,0,11,61.92,,,329,46800,9
6,,2003,,,2022,È¸Áø¸é È¸Áø¸®,"1,000",¼ºÀº,10,39,16,84.8943,,,538,46800,4
0,,1996,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"2,002",°è¸í,12,11,22,59.67,,,767,46800,5
1,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,12,0,28,59.9821,,,813,46800,10
2,,2018,,,2022,ÀåÈïÀ¾ ¿øµµ¸®,"13,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,12,0,9,61.92,,,329,46800,9
3,,2018,,,2022,ÀåÈïÀ¾ ¿øµµ¸®,"13,500",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,12,0,15,61.92,,,329,46800,5
0,,1996,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"2,021",°è¸í,1,0,17,59.67,,,767,46800,1
1,,2001,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"7,000",¼Ö¸þÅ¸¿î,1,0,26,69.3843,,,413,46800,7
0,,2004,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",°Ç»êÁÖ°ø,2,50,1,51.88,,,529-1,46800,7
1,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"11,135",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,17,59.9821,,,813,46800,1
2,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"17,525",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,17,84.8482,,,813,46800,15
3,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,17,59.9821,,,813,46800,12
4,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,17,59.9821,,,813,46800,11
5,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,17,59.9821,,,813,46800,15
6,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,17,59.9821,,,813,46800,15
7,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,18,59.9821,,,813,46800,4
8,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"11,575",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,18,59.9821,,,813,46800,2
0,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"12,150",¹Ì¸£Ã¤¾ÆÆÄÆ®,3,0,3,59.9821,,,813,46800,2
1,,2017,,,2023,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,3,0,10,59.9821,,,813,46800,12
